	Job Title	Company Name	Rating	Experience	Location	Minimum Requirements	Tech Stack
5309	Accurate Background - Software Engineer	Accurate Background	3.0	4-6 Yrs	Thane	Qualifications . Bachelors / Masters in Computer Science or equivalent education / expe...	Computer science,Process automation,NoSQL,XML,Analytical,Machine learning,Troubleshooting,Monitoring
5310	STAFF ENGINEER, DEG LAYOUT	Micron Software	5.0	8-15 Yrs	Hyderabad/Secunderabad	Expertise in Cadence VLE / VXL and Mentor Graphic Calibre DRC / LVS is a must. Should h...	Layout design,Operational excellence,VLSI,Project management,Mixed signal,Artificial Intelligence,Physical verification,Scheduling
5311	Senior Engineer, DEG Layout	Micron Software	5.0	8-15 Yrs	Hyderabad/Secunderabad	Expertise . in Cadence VLE / VXL and Mentor Graphic . Calibre . DRC / LVS is . a must E...	Semiconductor,Layout design,Operational excellence,VLSI,Project management,Mixed signal,Artificial Intelligence,Physical verification
5312	ASIC Design Engineer	Ceremorphic Inc	2.4	3-10 Yrs	Hyderabad/Secunderabad	VLSI implementation experience in synthesis, timing analysis, Design for Test and Memor...	DFT,VLSI,USB,Digital design,SOC,Ethernet,System integration,Machine learning
5313	Associate Robotics and Warehouse Engineer	Techolution	3.5	1-4 Yrs	Hyderabad/Secunderabad	The Ideal candidate should have the ability to understand . the projects vision and req...	Process automation,Solution architecture,Warehouse,Digital sales,Neural networks,Analytical,Artificial Intelligence,Material handling
5314	Associate Industrial Design Engineer	Techolution	3.5	1-4 Yrs	Hyderabad/Secunderabad	Familiarity with Static and Dynamic Analysis is mustExperience in hands-on development ...	Fabrication,Process automation,Industrial design,Manufacturing process,Neural networks,Artificial Intelligence,CAD,Consulting
5315	Senior Automation Engineer	Research In Motion	None	7-9 Yrs	Noida	Bachelor Degree with 7 years relevant experienceExperience with the Selenium framework ...	Automation,Blackberry,Linux,Test strategy,Project management,Machine learning,Customer support,Windows
5316	AI Engineer	Jupitice Justice Technologies	3.5	1-5 Yrs	Chandigarh	* Random forest, clustering, decision tree, etc based algorithm experience is a must as...	Training,Deployment,Management,Training management,Python,artificial intelligence
5317	Software Engineer	AdElement Media Solutions Pvt. Ltd.	None	1-3 Yrs	Pune	We are looking for computer science graduates that have solid understanding of computer...	fundamentals,algorithms,c,solid,bidding,software,software design,java
5318	Software Engineer  (Platform)	AdElement Media Solutions Pvt. Ltd.	None	1-3 Yrs	Pune	We are looking for computer science graduates that have solid understanding of computer...	fundamentals,algorithms,c,solid,bidding,software,software design,skills
5319	AI Engineer	Nuvento Systems	3.8	5-10 Yrs	Kochi/Cochin	Qualifications: . . ME / M Tech (Data Analytics) or BE(Computer Science) . . Should hav...	Computer science,deep learning,Data analysis,Image processing,Data modeling,Analytical,Machine learning,Data analytics
5320	Sr. Engineer/ Asst. Manager/ Dy. Manager - IT	TalentCo Search Pvt Ltd	None	10-12 Yrs	Mumbai	Preference to Certified / Trained candidates on IIOT, Cloud computing, Factory Automati...	Cloud computing,cyber security,Machine learning,Factory automation,UPS,Management,Deputy Manager IT,SCADA
5321	Sr. Implementation Engineer	Allengers Infotech	1.5	6-8 Yrs	Chandigarh	good comm skills neededProvide on-site or off-site support via on-line session whenever...	Training,QA,data science,hardware configuration,Machine learning,Corporate,Healthcare,Gap analysis
5322	Senior Compiler Engineer	quadric.io	None	3-7 Yrs	Pune	Requirements . . MS or PhD in Electrical or Computer Science with a minimum of five yea...	Cloud computing,Backend,Front end,Image processing,Artificial Intelligence,Hardware design,Programming,Data processing
5323	Software Engineer (Platform)	AdElement Media Solutions	None	1-3 Yrs	Pune	. We are looking for computer science graduates that have solid understanding of comput...	algorithms,c,java,solid,software,agile,programming,Software Engineer (Platform)
5324	DevOps Engineer( AWS/Docker/Kubernetes)	Airo Digital Labs	4.4	4-10 Yrs	New Delhi	Bachelor s degree in computer science, software development, engineering, or a related ...	Process automation,Automation,GIT,orchestration,Linux,Machine learning,DNS,Monitoring
5325	Senior Software Engineer Backend	Crayon Data	3.8	5-10 Yrs	Chennai	     A Bachelor s degree in Computer Science or in a related field        5+ years of w...	IT services,Computer science,SAN,Backend,Automation,Operational excellence,Production support,Analytical
5326	AI/Business Intelligence Manager	Darsia	None	5-10 Yrs	Bengaluru, Karnataka	Data Science, Google and Azure based Cloud Technologies, Computer Science Graduates wit...	Business Intelligence,AI,AWS,Statistical Techniques,Python,Artificial Intelligence,Statistics,Management
5327	Head Data Science - ONLY Immediate Joiners	Adosis Manpower Solutions	None	12-22 Yrs	Noida, Uttar Pradesh, Delhi / NCR	ONLY Immediate Joiners Skill - Data Science & Python (MUST)	Data Science,Python,Tensorflow,Data Engineering,Data Strategy,Generative AI,Natural Language Processing,Kafka
5328	Sr. Data Analyst	Pivotroots Digital	4.0	4-9 Yrs	Mumbai	Digital marketing Analytics (Web and Mobile) -designing and generating reports to BU, I...	Data Analysis,analytical,ARIMA,Digital marketing Analytics,Market research,Troubleshooting,machine learning algorithm,Machine Learning Algorithms
5329	Princ Bus Intelligence Analyst	Veritas Technologies LLC	4.1	3-7 Yrs	Pune	Bachelor s degree with minimum 15 years of experience in developing Cloud Operations Da...	Product management,Data management,Enterprise applications,Process improvement,Agile,Veritas,microsoft,Business intelligence
5330	Lead Architect	Prismforce	3.7	10-12 Yrs	Kolkata, Mumbai, Pune, Bengaluru	Expertise in front end framework like Angular (preferred) or React Ownership for produc...	Product management,IT services,Supply chain,Backend,Configuration management,Artificial Intelligence,Machine learning,System design
5331	Lead Full Stack Position	Wadzpay Technology India	None	9-11 Yrs	Kol, Mumbai, Delhi, Bengaluru, Chennai	PREFERRED QUALIFICATIONS Ideally working experience in AI, ML and blockchain projects ....	jQuery,Front end,Linux,Coding,XML,Postgresql,HTML,JIRA
5332	Google AI/ML Lead	JK Technology Services	None	2-6 Yrs	Noida, Bengaluru	Mandatory - Professional Machine Learning Engineer Certification	Computer vision,Translation,GCP,Demand forecasting,Machine learning,model development,Natural language processing,Management
5333	Sales Operations - Team Lead	Boomi Software	3.8	5-8 Yrs	Kol, Mumbai, Delhi, Bengaluru, Chennai	Bachelor s degree . Project Management certification such as Six Sigma or LEAN . Essent...	Career development,operational support,Business process improvement,Project management,Diversity and Inclusion,Machine learning,boomi,Strategic planning
5334	Automation Test Lead/Architect( Selenium API)	Airo Digital Labs	4.4	8-13 Yrs	Kol, Mumbai, Delhi, Bengaluru, Chennai	. Analyze competitive products and technologies and make appropriate suggestions (prefe...	Business analysis,Project management,Machine learning,Javascript,Regression testing,Selenium,Test cases,software quality
5335	Associate Manager-Operations lead	Tredence	3.6	4-7 Yrs	Pune, Chennai, Gurugram, Bengaluru	          - Analyze the sales pipeline to identify potential opportunities for revenue ...	IT services,Data management,Sales analysis,Machine learning,Data analytics,Sales process,Data mining,Forecasting
5336	Inventory Lead	Kmart	3.5	3-4 Yrs	Kol, Mumbai, Delhi, Bengaluru, Chennai	The majority of time is spent overseeing the design, implementation or delivery of proc...	Business services,Basic,Retail,Data modeling,Consulting,Manager Technology,Management,Inventory
5337	Tech Lead/ Associate Architect/ Architect	Cevalsoft India	3.2	7-17 Yrs	Pune, Bengaluru	 Technical Skills-    Candidates with 7- 17 Years of total experience   Strong experien...	Architect,NoSQL,cassandra,Artificial Intelligence,Machine learning,MongoDB,data visualization,SQL
5338	Technical Lead	Attri	None	5-7 Yrs	Kol, Mumbai, Delhi, Bengaluru, Chennai	3+ years of people management experience managing engineers preferably with good exposu...	Object oriented design,System architecture,Health insurance,github,Networking,OOAD,Machine learning,System design
5339	Excelling opening For the role of AI/ML lead role	Propella Consulting Group	None	8-12 Yrs	Bengaluru	Minimum qualifications : . Bachelors degree in engineering or other quantitative discip...	Data Science,Artificial Intelligence,Data Visualization,Machine Learning,Deep Learning,Natural Language Processing,Data Mining,Data Extraction
5340	Inventory Lead	KAS Services India	3.9	3-4 Yrs	Kol, Mumbai, Delhi, Bengaluru, Chennai	The majority of time is spent overseeing the design, implementation or delivery of proc...	Business services,Retail,Data modeling,Consulting,Manager Technology,Management,Inventory,Technology
5341	Full Stack Developer	4S Advisory	None	4-6 Yrs	Pune, Bengaluru, Delhi / NCR	Must have excellent communication skills. Must be a team player.	NodeJs,S3,CSS,Microservice Design Patterns,NoSQL database,ReactJS,Redux libraries,Flex
5342	Senior/Lead Statistical Programming	Clinchoice	4.2	4-9 Yrs	Hyderabad/Secunderabad, Bengaluru	Create electronic submission package to FDA, e.g., define.xml or define.pdf following F...	Statistical Programming,Adam,SAS,Clinical SAS Programming,Sdtm,SAS Programming,Statistics,Senior
5343	JAVA Developer / Sr. Developer / Associate Team Leads	Network People Services Technologies	3.9	8-13 Yrs	Noida, Mumbai, Pune, Bengaluru	Should be an excellent Team Member with good communication and client-handling experien...	Maven,Hibernate,Core Java,Bfsi,Java J2Ee Developer,Postgresql,MySQL,Application development
5344	Lead Developer-Java Full Stack	Groupsoft	4.9	8-10 Yrs	Pune, Bengaluru	Experience developing desktop and mobile applications . Formal Education & Certificatio...	Maven,Core Java,MS SQL,Coding,XML,MySQL,HTML,JSON
5345	Lead Development Reprsentative	Netradyne	3.8	1-3 Yrs	Bengaluru	Experience with CRM software (e.gRequirements and skills . Hands-on experience with mul...	Sales,Sales development,Artificial Intelligence,Machine learning,thermal,Development Lead,Manager Technology,data privacy
5346	Technical Lead	Augusta Infotech	4.0	6-12 Yrs	Bengaluru	Must have strong problem solving, analytic, decision - making and excellent communicati...	rest,algorithms,software development,Tools,Technical Lead,sql,nosql,application development
5347	RPA Developer Lead	Skillety	None	5-8 Yrs	Pune, Chennai, Bengaluru	  Design, development, testing, and implementation of automation “bots”. These bots wil...	Process automation,Front end,PDF,Staffing,Artificial Intelligence,Machine learning,Data collection,VB
5348	Rpa Senior Lead	Achnet	None	6-11 Yrs	Bengaluru	At least 5 years of hands on experience on RPA tools and cognitive platforms such as Ui...	C++,jQuery,RDBMS,Testing tools,XML,Debugging,Workflow,JSON
5349	Lead People Ops	Novo	4.1	3-8 Yrs	Gurugram, Bengaluru	4+ years of experience in data science roles focussed on managing data processes, model...	Data management,data science,Data analytics,Credit risk,big data,Business banking,Analytics,SQL
5350	Tech Lead	Dpdzero	5.0	5-8 Yrs	Bengaluru	    We are seeking a highly skilled and motivated Tech Lead to join our dynamic team at...	Product management,TDD,Machine learning,Software development life cycle,Manager Technology,Technical Lead,test driven development,Continuous improvement
5351	Automation Anywhere Developer - Lead Consultant / Consulting Manager	ISG	4.2	6-12 Yrs	Bengaluru	Depending on the needs of certain clients and projects, some client-facing work will be...	Automation,Configuration management,OOAD,HTML,Perl,Application development,Windows,microsoft
5352	Customer Experience Lead	Tookitaki	2.7	8-11 Yrs	Bengaluru	 As the Customer Experience Lead, youre not just the cornerstone of our initial client ...	Relationship management,Computer science,Change management,PMP,Leadership development,Machine learning,Customer retention,Customer service
5353	Solution Lead	Vunet Systems	3.4	5-10 Yrs	Mumbai, Hyderabad/Secunderabad, Chennai, Bengaluru	. Use the Big Data and AI driven features of vuSmartMaps to provide solutions that will...	Linux,JMX,Financial inclusion,Machine learning,MongoDB,application architecture,big data,Analytics
5354	Java Lead	Course5 Intelligence	3.9	5-10 Yrs	Bengaluru	BE / B.TECH / MS, M.TECH .	Web application development,spring boot,Cloud,spring,boot,development,web application,java
5355	Project Manager - Pyspark	ICONIUM CONSULTING GROUP(INDIA) (P) LTD	None	10-20 Yrs	Pune, Chennai, Bengaluru	This includes overseeing testing, data validation, and adherence to data governance and...	Pyspark,project management,Project Strategy,Pyspark Developer,project planning,Management,Planning,Project
5356	Pyspark Architect	ICONIUM CONSULTING GROUP(INDIA) (P) LTD	None	8-13 Yrs	Pune, Chennai, Bengaluru	Architecture and Design: PySpark Architects are responsible for designing end-to-end da...	Pyspark,Performance Optimization,Pyspark Developer,data processing,ETL,Optimization,Data,Processing
5357	Senior Snowflake Developer	ICONIUM CONSULTING GROUP(INDIA) (P) LTD	None	5-9 Yrs	Pune, Chennai, Bengaluru	Strong in Coding, designing, development & Integration usingDesign, develop, and mainta...	Snowflake,data warehouse,Amazon Redshift,SnowSQL,AWS S3,Snowflake Developer,snowpipe,Sql
5358	Customer Lead	Coders Brain Pvt Ltd	3.9	2-7 Yrs	Bengaluru	Educational Background: . A Bachelors or Masters degree in Computer Science Minimum of ...	Relationship management,PMP,Change management,Product engineering,Artificial Intelligence,Machine learning,Customer service,Risk management
